         6451264 function calls (6420195 primitive calls) in 12.532 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
        3    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:3263(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 ft_color_root_transform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:771(Glyph)
       15    0.000    0.000    0.000    0.000 _ufunc_config.py:400(__init__)
        1    0.000    0.000    0.000    0.000 event.py:525(blocker)
       16    0.000    0.000    0.000    0.000 multiprogram.py:129(__init__)
       12    0.000    0.000    0.000    0.000 meshdata.py:292(reset_normals)
        6    0.000    0.000    0.000    0.000 rect.py:56(size)
       14    0.000    0.000    0.000    0.000 viewbox.py:166(scene)
        1    0.000    0.000    0.000    0.000 Class_Interaction_Matrix.py:5(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:446(<lambda>)
        8    0.000    0.000    0.000    0.000 __init__.py:1126(<lambda>)
        1    0.000    0.000    0.000    0.000 ft_outline_flags.py:1(<module>)
       24    0.000    0.000    0.000    0.000 function_base.py:20(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 event.py:558(_warn)
       12    0.000    0.000    0.000    0.000 widget.py:303(border_color)
        1    0.000    0.000    0.000    0.000 __init__.py:42(_FT_Library_Wrapper)
       24    0.000    0.000    0.000    0.000 __init__.py:435(__init__)
        1    0.000    0.000    0.000    0.000 bunch.py:13(__init__)
       31    0.000    0.000    0.000    0.000 function.py:744(static_names)
        4    0.000    0.000    0.000    0.000 program.py:70(geom)
        1    0.000    0.000    0.000    0.000 __init__.py:908(BitmapGlyph)
        1    0.000    0.000    0.000    0.000 event.py:770(__enter__)
        1    0.000    0.000    0.000    0.000 event.py:773(__exit__)
       13    0.000    0.000    0.000    0.000 function.py:478(expression)
        6    0.000    0.000    0.000    0.000 widget.py:315(bgcolor)
       11    0.000    0.000    0.000    0.000 widget.py:327(margin)
        1    0.000    0.000    0.000    0.000 ft_open_modes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ft_stroker_borders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ft_stroker_linecaps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ft_structs.py:1012(FT_Var_Named_Style)
       14    0.000    0.000    0.000    0.000 _shape_base_impl.py:1193(_tile_dispatcher)
        1    0.000    0.000    0.000    0.000 context.py:241(ref)
        1    0.000    0.000    0.000    0.000 text.py:128(__init__)
        1    0.000    0.000    0.000    0.000 ft_errors.py:12(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method setDepthBufferSize}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        4    0.000    0.000    0.000    0.000 application.py:64(backend_module)
        1    0.000    0.000    0.000    0.000 color_array.py:240(rgb)
        1    0.000    0.000    0.000    0.000 _qt.py:950(TimerBackend)
        2    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        8    0.000    0.000    0.000    0.000 visual.py:490(_draw_mode)
        8    0.000    0.000    0.000    0.000 transform_system.py:294(canvas_transform)
        7    0.000    0.000    0.000    0.000 widget.py:339(padding)
        1    0.000    0.000    0.000    0.000 _qt.py:447(_vispy_set_physical_size)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1158(create_module)
        6    0.000    0.000    0.000    0.000 color_array.py:173(__len__)
        4    0.000    0.000    0.000    0.000 meshdata.py:559(n_faces)
        1    0.000    0.000    0.000    0.000 ft_structs.py:299(FT_Bitmap_Size)
        4    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 __init__.py:373(_FuncPtr)
       15    0.000    0.000    0.000    0.000 _linalg.py:489(_unary_dispatcher)
        8    0.000    0.000    0.000    0.000 program.py:74(geom)
        1    0.000    0.000    0.000    0.000 context.py:178(get_viewport)
        8    0.000    0.000    0.000    0.000 __init__.py:449(<lambda>)
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       12    0.000    0.000    0.000    0.000 version.py:471(_parse_letter_version)
        2    0.000    0.000    0.000    0.000 compiler.py:34(__init__)
        8    0.000    0.000    0.000    0.000 function.py:346(code)
        8    0.000    0.000    0.000    0.000 transform_system.py:303(framebuffer_transform)
        1    0.000    0.000    0.000    0.000 _qt.py:811(CanvasBackendDesktop)
        1    0.000    0.000    0.000    0.000 ft_structs.py:876(FT_Parameter)
        1    0.000    0.000    0.000    0.000 __init__.py:2357(VariationAxis)
        4    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        4    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        2    0.000    0.000    0.000    0.000 __init__.py:1369(disable)
        2    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 text.py:72(slop)
        1    0.000    0.000    0.000    0.000 panzoom.py:72(aspect)
        1    0.000    0.000    0.000    0.000 node.py:130(clip_children)
        1    0.000    0.000    0.000    0.000 {built-in method window}
        1    0.000    0.000    0.000    0.000 version.py:78(__lt__)
        2    0.000    0.000    0.000    0.000 base_camera.py:167(interactive)
        1    0.000    0.000    0.000    0.000 ft_structs.py:183(FT_Bitmap)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
        1    0.000    0.000    0.000    0.000 <frozen importlib.util>:168(_LazyModule)
        2    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:3063(_prod_dispatcher)
        3    0.000    0.000    0.000    0.000 format.py:673(<genexpr>)
        1    0.000    0.000    0.000    0.000 event.py:498(block)
        1    0.000    0.000    0.000    0.000 glir.py:674(__init__)
        6    0.000    0.000    0.000    0.000 buffer.py:218(itemsize)
        4    0.000    0.000    0.000    0.000 program.py:61(code)
       10    0.000    0.000    0.000    0.000 multiprogram.py:68(frag)
        5    0.000    0.000    0.000    0.000 base_transform.py:117(dynamic)
        6    0.000    0.000    0.000    0.000 base_camera.py:171(flip)
        1    0.000    0.000    0.000    0.000 ft_structs.py:515(FT_GlyphSlotRec)
        1    0.000    0.000    0.000    0.000 _qt.py:672(CanvasBackendEgl)
        6    0.000    0.000    0.000    0.000 multiarray.py:750(dot)
        5    0.000    0.000    0.000    0.000 platform.py:842(_unknown_as_blank)
        3    0.000    0.000    0.000    0.000 canvas.py:121(<genexpr>)
        1    0.000    0.000    0.000    0.000 version.py:96(__ge__)
        6    0.000    0.000    0.000    0.000 version.py:537(<lambda>)
        3    0.000    0.000    0.000    0.000 rect.py:47(pos)
        4    0.000    0.000    0.000    0.000 expression.py:87(function)
        3    0.000    0.000    0.000    0.000 base_transform.py:220(shader_map)
        5    0.000    0.000    0.000    0.000 base_camera.py:443(pre_transform)
        4    0.000    0.000    0.000    0.000 _qt.py:450(_vispy_get_physical_size)
        5    0.000    0.000    0.000    0.000 ft_load_targets.py:58(_FT_LOAD_TARGET_)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        4    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        1    0.000    0.000    0.000    0.000 contextlib.py:471(_create_exit_wrapper)
        1    0.000    0.000    0.000    0.000 base.py:280(__init__)
        1    0.000    0.000    0.000    0.000 visual.py:494(_index_buffer)
        2    0.000    0.000    0.000    0.000 text.py:530(<genexpr>)
        1    0.000    0.000    0.000    0.000 ft_structs.py:896(FT_Open_Args)
        1    0.000    0.000    0.000    0.000 ft_structs.py:1051(FT_SVG_DocumentRec)
        1    0.000    0.000    0.000    0.000 ft_structs.py:454(FT_Outline_Funcs)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_io._IOBase' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1280(__init__)
        1    0.000    0.000    0.000    0.000 event.py:508(unblock)
        3    0.000    0.000    0.000    0.000 base_camera.py:100(depth_value)
        3    0.000    0.000    0.000    0.000 viewbox.py:70(camera)
        1    0.000    0.000    0.000    0.000 _abc.py:6(Loader)
        1    0.000    0.000    0.000    0.000 ft_structs.py:110(FT_BBox)
        1    0.000    0.000    0.000    0.000 ft_structs.py:82(FT_Vector)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 format.py:197(_check_version)
        1    0.000    0.000    0.000    0.000 event.py:766(__init__)
        4    0.000    0.000    0.000    0.000 version.py:511(_parse_local_version)
        7    0.000    0.000    0.000    0.000 shader_object.py:59(name)
        1    0.000    0.000    0.000    0.000 timer.py:76(interval)
        3    0.000    0.000    0.000    0.000 text.py:503(pos)
        4    0.000    0.000    0.000    0.000 node.py:139(clipper)
        1    0.000    0.000    0.000    0.000 ft_structs.py:68(FT_LibraryRec)
        1    0.000    0.000    0.000    0.000 ft_structs.py:935(FT_SfntName)
        1    0.000    0.000    0.000    0.000 ft_structs.py:245(FT_Data)
        1    0.000    0.000    0.000    0.000 {built-in method setSwapBehavior}
        2    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        4    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
        2    0.000    0.000    0.000    0.000 wrappers.py:69(_check_valid)
        6    0.000    0.000    0.000    0.000 colormap.py:340(<lambda>)
        3    0.000    0.000    0.000    0.000 buffer.py:203(offset)
        3    0.000    0.000    0.000    0.000 base_transform.py:224(shader_imap)
        3    0.000    0.000    0.000    0.000 base_camera.py:188(up)
        1    0.000    0.000    0.000    0.000 __init__.py:2383(VariationSpaceInfo)
        1    0.000    0.000    0.000    0.000 ft_structs.py:359(FT_Glyph_Metrics)
        1    0.000    0.000    0.000    0.000 ft_structs.py:641(FT_Size_Metrics)
        1    0.000    0.000    0.000    0.000 ft_structs.py:997(FT_Var_Axis)
        1    0.000    0.000    0.000    0.000 ft_structs.py:328(FT_CharmapRec)
        1    0.000    0.000    0.000    0.000 ft_structs.py:489(FT_GlyphRec)
        1    0.000    0.000    0.000    0.000 ft_structs.py:689(FT_SizeRec)
        1    0.000    0.000    0.000    0.000 ft_structs.py:1065(FT_OpaquePaint)
        1    0.000    0.000    0.000    0.000 ft_structs.py:1068(FT_LayerIterator)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 _twodim_base_impl.py:238(_diag_dispatcher)
        1    0.000    0.000    0.000    0.000 context.py:132(config)
        1    0.000    0.000    0.000    0.000 context.py:234(name)
        1    0.000    0.000    0.000    0.000 visual.py:498(_index_buffer)
        4    0.000    0.000    0.000    0.000 function.py:783(<lambda>)
        1    0.000    0.000    0.000    0.000 visuals.py:92(interactive)
        1    0.000    0.000    0.000    0.000 text.py:481(color)
        4    0.000    0.000    0.000    0.000 panzoom.py:133(rect)
        1    0.000    0.000    0.000    0.000 ft_structs.py:144(FT_Matrix)
        1    0.000    0.000    0.000    0.000 __init__.py:2373(VariationInstance)
        1    0.000    0.000    0.000    0.000 ft_structs.py:980(FT_BitmapGlyphRec)
        1    0.000    0.000    0.000    0.000 ft_structs.py:1045(SVG_RendererHooks)
        2    0.000    0.000    0.000    0.000 {built-in method height}
        1    0.000    0.000    0.000    0.000 {built-in method setBlueBufferSize}
        1    0.000    0.000    0.000    0.000 {built-in method setStereo}
        1    0.000    0.000    0.000    0.000 {built-in method setSwapInterval}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 canvas.py:285(app)
        2    0.000    0.000    0.000    0.000 node.py:116(_set_clipper)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 ft_structs.py:968(FT_StrokerRec)
        1    0.000    0.000    0.000    0.000 ft_structs.py:269(FT_Generic)
        1    0.000    0.000    0.000    0.000 ft_structs.py:167(FT_UnitVector)
        1    0.000    0.000    0.000    0.000 {built-in method setAlphaBufferSize}
        1    0.000    0.000    0.000    0.000 {built-in method setSamples}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:564(__enter__)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:433(_repeat_dispatcher)
        1    0.000    0.000    0.000    0.000 _linalg.py:2562(_norm_dispatcher)
        1    0.000    0.000    0.000    0.000 base_camera.py:306(_set_range)
        1    0.000    0.000    0.000    0.000 base_camera.py:493(viewbox_resize_event)
        1    0.000    0.000    0.000    0.000 {built-in method setGreenBufferSize}
        1    0.000    0.000    0.000    0.000 {built-in method setStencilBufferSize}


